Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",3,4.11,"A Jove Book, Berkley",Paperback,356,2021,2021,,2023/12/23,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",5,4.40,Atria Books,Hardcover,389,2017,2017,,2023/12/23,,,read,,,,1,0
55817097,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,"=""""","=""""",4,3.71,,Kindle Edition,360,2021,2021,,2023/12/23,,,read,,,,1,0
36373463,"Us Against You (Beartown, #2)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""1501160796""","=""9781501160790""",0,4.37,Atria Books,Hardcover,448,2018,2017,,2024/05/29,to-read,to-read (#53),to-read,,,,0,0
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",0,4.17,Atria Publishing,Hardcover,336,2019,2019,,2024/05/29,to-read,to-read (#52),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.38,Atria Books,Hardcover,337,2014,2012,,2024/05/29,to-read,to-read (#51),to-read,,,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",0,4.29,Simon & Schuster,ebook,432,2017,2016,,2024/05/29,to-read,to-read (#50),to-read,,,,0,0
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.22,Penguin Books,Paperback,112,2000,1929,,2024/05/29,to-read,to-read (#49),to-read,,,,0,0
15682,A Happy Death,Albert Camus,"Camus, Albert","Richard Howard, Jean Sarocchi","=""""","=""""",0,3.81,Penguin Classics,Paperback,144,2002,1971,,2024/05/29,to-read,to-read (#48),to-read,,,,0,0
17689,Franz Kafka's The Castle (Dramatization),David Fishelson,"Fishelson, David","Aaron Leichter, Max Brod, Franz Kafka","=""082221900X""","=""9780822219002""",0,4.10,"Dramatists Play Service, Inc.",Paperback,59,2003,2003,,2024/05/29,to-read,to-read (#47),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2024/05/29,to-read,to-read (#46),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""1441341706""","=""9781441341709""",0,4.29,Modern Library,Paperback,279,2023,1813,,2024/05/29,to-read,to-read (#45),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2024/05/29,to-read,to-read (#43),to-read,,,,0,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",0,4.02,Cambridge University Press,Paperback,289,2005,1601,,2024/05/29,to-read,to-read (#44),to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2024/05/29,to-read,to-read (#42),to-read,,,,0,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",0,4.05,Penguin Books,Paperback,474,2003,1815,,2024/05/29,to-read,to-read (#41),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2024/05/29,to-read,to-read (#40),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,"=""0452284236""","=""9780452284234""",0,4.20,Plume,Paperback,368,2022,1949,,2024/05/29,to-read,to-read (#39),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,4.01,Signet Classics,Mass Market Paperback,141,1996,1945,,2024/05/29,to-read,to-read (#38),to-read,,,,0,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",0,4.02,Vintage International,Paperback,308,1991,1947,,2024/05/29,to-read,to-read (#37),to-read,,,,0,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.02,Norton,Paperback,488,1986,1897,,2024/05/29,to-read,to-read (#36),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2024/05/29,to-read,to-read (#35),to-read,,,,0,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",0,4.15,Penguin,Paperback,532,2003,1846,,2024/05/29,to-read,to-read (#34),to-read,,,,0,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",0,3.90,Norton,Paperback,464,2002,1847,,2024/05/29,to-read,to-read (#33),to-read,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.03,Vintage International,Paperback,123,1989,1942,,2024/05/29,to-read,to-read (#32),to-read,,,,0,0
195967140,The Teacher,Freida McFadden,"McFadden, Freida",,"=""1728296218""","=""9781728296210""",4,3.90,Poisoned Pen Press,Paperback,379,2024,2024,2024/05/24,2024/05/24,,,read,,,,1,0
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,"=""""","=""""",3,3.70,Corgi books,Paperback,510,2004,1998,2024/05/26,2024/05/26,,,read,,,,1,0
23591861,The Neon Lawyer (Brigham Theodore #1),Victor Methos,"Methos, Victor",,"=""1477875964""","=""9781477875964""",4,4.21,Thomas & Mercer,Kindle Edition,178,2014,2014,2024/05/23,2024/05/23,,,read,,,,1,0
62316382,"The Wrong Bride (The Windsors, #1)",Catharina Maura,"Maura, Catharina",,"=""""","=""""",3,3.87,,Kindle Edition,382,2022,2022,,2023/12/23,,,read,,,,1,0
3007816,Getting Granny's Glasses (Puffin Chapter Books),Ruskin Bond,"Bond, Ruskin",,"=""0143332465""","=""9780143332466""",5,4.45,Penguin Books India,Paperback,72,2012,1985,2024/05/19,2024/05/19,,,read,,,,1,0
13065261,Joy,Anton Chekhov,"Chekhov, Anton",,"=""""","=""""",0,3.26,,Kindle Edition,19,,1883,,2024/05/13,,,read,,,,1,0
40554247,Birthday Girl,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""1787301257""","=""9781787301252""",3,3.56,Harvill Secker,Paperback,48,2019,2002,2024/05/07,2024/05/07,,,read,,,,1,0
16360,"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,"Christie, Agatha",,"=""0007113803""","=""9780007113804""",4,3.94,Harper,Paperback,264,2001,1936,2024/05/06,2024/05/05,,,read,,,,1,0
55710822,"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,"Painter, Lynn",,"=""1534467629""","=""9781534467620""",4,4.27,Simon & Schuster Books for Young Readers,Hardcover,356,2021,2021,2024/04/29,2024/04/24,,,read,,,,1,0
88340,Letters to Milena,Franz Kafka,"Kafka, Franz","Philip Boehm, Aarno Peromies, Milena Jesenská","=""0805208852""","=""9780805208856""",0,3.92,Schocken,Paperback,298,1990,1952,,2024/04/20,to-read,to-read (#31),to-read,,,,0,0
206318521,Just Kids,Patti Smith,"Smith, Patti",,"=""006621131X""","=""9780066211312""",0,4.21,Ecco,Hardcover,262,2010,2010,,2024/04/19,to-read,to-read (#30),to-read,,,,0,0
16307,"Hallowe'en Party (Hercule Poirot, #41)",Agatha Christie,"Christie, Agatha",,"=""0007120680""","=""9780007120680""",3,3.57,Harper,Paperback,336,2001,1969,2024/04/14,2024/04/07,,,read,,,,1,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",0,4.37,Entangled: Red Tower Books,Hardcover,623,2023,2023,,2023/12/23,to-read,to-read (#29),to-read,,,,1,0
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""0385751079""","=""9780385751070""",5,4.16,David Fickling Books,Hardcover,224,2006,2006,,2023/12/23,,,read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",5,4.24,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2023/12/23,,,read,,,,1,0
18460392,All the Bright Places,Jennifer Niven,"Niven, Jennifer",,"=""0385755880""","=""9780385755887""",4,4.11,Knopf,Hardcover,388,2015,2015,,2023/12/23,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",4,4.13,Dutton Books,Hardcover,313,2012,2012,,2023/12/23,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.31,Ecco,Paperback,408,2012,2011,,2023/12/23,,,read,,,,1,0
13104080,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085530""","=""9780062085535""",4,4.11,HarperCollins ,Hardcover,480,2013,2013,,2023/12/23,,,read,,,,1,0
13188676,"Ignite Me (Shatter Me, #3)",Tahereh Mafi,"Mafi, Tahereh",,"=""006208559X""","=""9780062085597""",5,4.45,HarperCollins ,Kindle Edition,408,2014,2014,,2023/12/23,,,read,,,,1,0
34992929,"Restore Me (Shatter Me, #4)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676369""","=""9780062676368""",4,4.14,HarperCollins,Hardcover,448,2018,2018,,2023/12/23,,,read,,,,1,0
34992959,"Defy Me (Shatter Me, #5)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062676393""","=""9780062676399""",4,4.27,HarperTeen,Hardcover,357,2019,2019,,2023/12/23,,,read,,,,1,0
44054122,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,"Mafi, Tahereh",,"=""006267644X""","=""9780062676443""",4,4.01,HarperCollins,ebook,450,2020,2020,,2023/12/23,,,read,,,,1,0
104659050,"The Unwanted Marriage (The Windsors, #3)",Catharina Maura,"Maura, Catharina",,"=""""","=""""",3,4.03,,Kindle Edition,374,2023,2023,,2023/12/23,,,read,,,,1,0
45484397,"The Deal (Off-Campus, #1)",Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",4,4.21,Bloom Books,Paperback,360,2015,2015,,2023/12/23,,,read,,,,1,0
150062296,"The Broken Vows (The Windsors, #4)",Catharina Maura,"Maura, Catharina",,"=""""","=""""",3,4.05,,Kindle Edition,557,2023,,,2023/12/23,,,read,,,,1,0
60060431,"Things We Never Got Over (Knockemout, #1)",Lucy Score,"Score, Lucy",,"=""1945631848""","=""9781945631849""",4,4.13,That's What She Said Publishing,Kindle Edition,572,2022,2022,,2023/12/23,,,read,,,,1,0
62022434,"Things We Hide from the Light (Knockemout, #2)",Lucy Score,"Score, Lucy",,"=""""","=""9798886439045""",3,4.04,That's What She Said Publishing,Kindle Edition,594,2023,2023,,2023/12/23,,,read,,,,1,0
116536542,"Things We Left Behind (Knockemout, #3)",Lucy Score,"Score, Lucy",,"=""""","=""9798886439298""",4,4.40,That's What She Said Publishing,Kindle Edition,698,2023,2023,,2023/12/23,,,read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""1668021048""","=""9781668021040""",3,4.10,Atria Books,Kindle Edition,386,2023,2016,,2023/12/23,,,read,,,,1,0
60393672,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,"Hoover, Colleen",,"=""1668001225""","=""9781668001226""",1,3.85,Atria Books,Paperback,324,2022,2022,,2023/12/23,,,read,,,,1,0
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",2,4.00,Atria Books,Kindle Edition,330,2014,2014,,2023/12/23,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.45,Riverhead Books,Hardcover,372,2007,2007,,2023/12/23,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",5,4.35,Riverhead Books,Paperback,371,2004,2003,,2023/12/23,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.95,Pocket Books,Paperback,736,2006,2000,,2023/12/23,,,read,,,,1,0
968,"The da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",3,3.93,Anchor,Paperback,489,2006,2003,,2023/12/23,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",4,4.17,Celadon Books,Hardcover,336,2019,2019,,2023/12/23,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2023/12/23,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",5,4.46,Henry Holt & Company,Hardcover,480,2015,2015,,2023/12/23,,,read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.58,Orion Children's Books,Kindle Edition,561,2016,2016,,2023/12/23,,,read,,,,1,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",4,4.29,Electric Monkey,Paperback,433,2019,2019,,2023/12/23,,,read,,,,1,0
51335759,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,"Jackson, Holly",,"=""1405297751""","=""9781405297752""",3,4.26,Electric Monkey,Paperback,413,2020,2020,,2023/12/23,,,read,,,,1,0
56905097,"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,"Jackson, Holly",,"=""0593379853""","=""9780593379851""",5,4.19,Delacorte Press,Hardcover,500,2021,2021,,2023/12/23,,,read,,,,1,0
53401044,"Reign of a King (Kingdom Duet, #1)",Rina Kent,"Kent, Rina",,"=""""","=""""",3,4.03,"Blackthorn Books, LLC",Kindle Edition,280,2020,2020,,2023/12/23,,,read,,,,1,0
53401047,"Rise of a Queen (Kingdom Duet, #2)",Rina Kent,"Kent, Rina",,"=""""","=""""",4,4.18,"Blackthorn Books, LLC",Kindle Edition,289,2020,2020,,2023/12/23,,,read,,,,1,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",5,3.81,Crown,Hardcover,273,2019,2018,,2023/12/23,,,read,,,,1,0
10429045,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",3,3.84,Harper,Hardcover,338,2011,2011,,2024/01/05,,,read,,,,1,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",4,4.11,Flatiron Books,Hardcover,354,2017,2017,2024/01/05,2024/01/05,,,read,,,,1,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",5,4.14,Ballantine Books,Paperback,415,2014,2012,2024/02/13,2024/02/06,,,read,,,,1,0
206181069,"The Secret Fiancée (The Windsors, #5)",Catharina Maura,"Maura, Catharina",,"=""""","=""""",3,4.07,,Kindle Edition,364,2024,2024,,2024/02/23,,,read,,,,1,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",4,3.96,Riverhead Books,Hardcover,336,2015,2015,,2024/02/13,,,read,,,,1,0
45685,The Canterville Ghost,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",0,3.88,Walker Books,Hardcover,126,1997,1887,,2024/04/03,to-read,to-read (#28),to-read,,,,0,0
77265004,The Iliad,Homer,"Homer, Homer",Emily Wilson,"=""1324001801""","=""9781324001805""",0,3.92,W. W. Norton & Company,Hardcover,848,2023,-800,,2024/04/01,to-read,to-read (#27),to-read,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.82,Penguin Classics ,Paperback,541,2006,-700,,2024/04/01,to-read,to-read (#26),to-read,,,,0,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",0,4.12,Viking,Hardcover,354,2010,2009,,2024/03/17,to-read,to-read (#25),to-read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2024/03/30,to-read,to-read (#24),to-read,,,,0,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.64,St. Martin's Press,Hardcover,440,2015,2015,,2024/03/30,to-read,to-read (#23),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.13,Knopf,Hardcover,401,2022,2022,,2024/03/30,to-read,to-read (#22),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2024/03/30,to-read,to-read (#21),to-read,,,,0,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",0,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2024/03/30,to-read,to-read (#20),to-read,,,,0,0
6533532,Agatha Christie's Secret Notebooks,John  Curran,"Curran, John",,"=""0007310560""","=""9780007310562""",0,4.20,HarperCollins,Hardcover,492,2009,2009,,2024/03/30,to-read,to-read (#19),to-read,,,,0,0
131347,Agatha Christie: The Woman and Her Mysteries,Gillian Gill,"Gill, Gillian",,"=""1861052529""","=""9781861052520""",0,4.31,Robson Book Ltd,Paperback,242,2000,1990,,2024/03/30,to-read,to-read (#18),to-read,,,,0,0
19367226,"The Monogram Murders (New Hercule Poirot Mysteries, #1)",Sophie Hannah,"Hannah, Sophie",,"=""""","=""""",0,3.44,William Morrow,ebook,320,2014,2014,,2024/03/30,to-read,to-read (#17),to-read,,,,0,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",0,4.13,Digireads.com,Paperback,123,2005,1887,,2024/03/30,to-read,to-read (#16),to-read,,,,0,0
948072,The Unexpected Guest,Charles Osborne,"Osborne, Charles",Agatha Christie,"=""0312975120""","=""9780312975128""",5,4.11,St. Martin's Paperbacks,Mass Market Paperback,287,2000,1999,2024/03/09,2024/02/29,,,read,,,,1,0
59822447,Agatha Christie: A Very Elusive Woman,Lucy Worsley,"Worsley, Lucy",,"=""""","=""""",0,4.20,Hodder & Stoughton,Kindle Edition,498,2022,2022,,2024/03/30,to-read,to-read (#15),to-read,,,,0,0
2757012,രണ്ടാമൂഴം | Randamoozham,M.T. Vasudevan Nair,"Nair, M.T. Vasudevan",,"=""8122613047""","=""9788122613049""",0,4.31,Current Books,Paperback,300,2011,1984,,2024/03/23,to-read,to-read (#14),to-read,,,,1,0
329866,The Dream of a Ridiculous Man,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fyodor Dostoyevsky,"=""1419160222""","=""9781419160226""",0,4.03,Kessinger Publishing,Paperback,32,2004,1877,,2024/03/23,to-read,to-read (#13),to-read,,,,0,0
17877,The House of the Dead,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""0486434095""","=""9780486434094""",0,4.05,Dover Publications,Paperback,247,2004,1861,,2024/03/23,to-read,to-read (#12),to-read,,,,0,0
5695,Demons,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",0,4.30,Vintage,Paperback,733,1995,1872,,2024/03/23,to-read,to-read (#11),to-read,,,,0,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,3.91,Modern Library,Paperback,188,2003,1866,,2024/03/23,to-read,to-read (#10),to-read,,,,0,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4,4.12,Bantam Books,Paperback,352,1978,1937,2024/03/16,2024/03/16,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2024/03/10,currently-reading,currently-reading (#1),currently-reading,,,,1,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.00,Doubleday,Hardcover,506,2011,2011,,2024/03/04,to-read,to-read (#9),to-read,,,,0,0
57009596,That Night,Nidhi  Upadhyay,"Upadhyay, Nidhi",,"=""""","=""""",4,3.72,Penguin Random House India,Kindle Edition,288,2021,2021,2024/03/04,2024/03/03,,,read,,,,1,0
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""1579126243""","=""9781579126247""",4,4.03,Black Dog & Leventhal Publishers,Hardcover,232,2006,1936,2024/03/02,2024/02/27,,,read,,,,1,0
199070596,"Love Redesigned (Lakefront Billionaires, #1)",Lauren Asher,"Asher, Lauren",,"=""""","=""""",3,4.02,,Kindle Edition,530,2023,2023,2024/02/24,2024/02/13,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",3,4.28,St. Martin's Griffin,Paperback,264,2004,1939,2024/02/17,2024/02/06,,,read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,,2024/02/06,to-read,to-read (#8),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2024/02/06,to-read,to-read (#7),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,4.38,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2024/02/06,to-read,to-read (#6),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",0,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,,2024/02/06,to-read,to-read (#5),to-read,,,,0,0
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath,"Plath, Sylvia",Karen V. Kukil,"=""0385720254""","=""9780385720250""",0,4.27,Vintage,Paperback,732,2000,2000,,2024/02/06,to-read,to-read (#4),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.16,Harper Voyager,Hardcover,544,2022,2022,,2024/02/06,to-read,to-read (#3),to-read,,,,0,0
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",4,4.20,HarperCollins,Paperback,274,2007,1934,2024/02/06,2024/02/04,,,read,,,,1,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",5,4.26,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,2024/02/04,2024/01/29,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",3,4.00,Vintage Books,Paperback,296,2000,1987,2024/01/24,2024/01/16,,,read,,,,1,0
32828484,Collected Short Stories,Ruskin Bond,"Bond, Ruskin",,"=""""","=""""",0,4.22,Penguin,Kindle Edition,686,2016,,,2024/01/05,to-read,to-read (#2),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",5,4.16,Vintage,Paperback,573,1992,1992,2024/01/05,2024/01/04,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,544,2014,2014,,2023/12/23,to-read,to-read (#1),to-read,,,,0,0
